artist_name,listeners,playcount,bio_summary
juanlu montoya,4367,30865,
El Suso,1906,10912,
London Grammar,929718,34044374,"London Grammar is an English indie-pop band formed in Nottingham in 2009. Their debut album, ""If You Wait"", was released in September 2013. Singer Hannah Reid (born on 30 December 1989) and guitarist Dan Rothman met in the dorms of Nottingham University where they began writing music together in 2009. They later added multi-instrumentalist Dot Major to complete the London Grammar line-up. Their popularity rose with the 2012 release of ""Hey Now"" which they uploaded to the internet and instantly found an online cult following."
Carly Rae Jepsen,2964908,153639439,"Carly Rae Jepsen (born November 21, 1985) is a Canadian singer, songwriter, and musician. After studying musical theatre, in 2007, Jepsen placed third on the fifth season of Canadian Idol. In 2008, Jepsen released her folk music-influenced debut studio album, Tug of War, in Canada. Jepsen's breakthrough came in 2012, with her single ""Call Me Maybe""; the song was the best-selling single of that year, selling 18 million copies and reaching number one in at least 19 countries."
Jennifer Lopez,3726735,71419799,"Jennifer Lynn Lopez (born July 24, 1969 in New York, NY), popularly nicknamed J.Lo, is a Puerto Rican American pop and R&B singer, dancer, actress, model, fashion and perfume designer and film and television producer. Starting in 1999, Lopez has released seven albums, including two #1 albums on the Billboard 200 charts and four Billboard Hot 100 #1 singles. She won the 2003 American Music Award for Favorite Pop/Rock Female Artist and the 2007 American Music Award for Favorite Latin Artist."
Bigbang,879707,41786637,"There are two artists with the name Bigbang: 1. Korean hip-hop/pop group 2. Norwegian rock band 1. BIGBANG (빅뱅) is a three-piece Hip-Hop/R&B group from Seoul, South Korea. The group was created by YG Entertainment, through a long audition process which aired on TV as a 10 episode documentary. They made their debut at the YG Family 10th Anniversary Concert on August 19th, 2006. BIGBANG has been labelled as the Revolutionary Group of Korean Music Wave for their unique urban-originated music and fashion style."
Miguel Bosé,329135,6233903,"Miguel Luchino González Bosé (born April 3, 1956) is a Latin Grammy-winning musician and actor from Spain. He is one of the biggest stars in the Spanish speaking world mainstream, both in Spain and Latin America, and a well-known actor in French cinema as well. Bosé was born in San Fernando Hospital in Panama City, Panama, the son of the famous Italian actress Lucia Bosé and the legendary bullfighter Luis Miguel González Lucas. He is also cousin of Carmen Ordóñez. His Godfather was Luchino Visconti."
Ofenbach,583280,7929739,"Ofenbach is a French DJ duo, consisting of Dorian Lo and César de Rummel, based in Paris. They are best known for their gold-certified song ""Be Mine"" which charted on the Billboard Dance/Mix Show Airplay chart at 35th. After releasing songs like “Around the Fire” and “You Do Not Know Me”, they have gained support from artists such as Robin Schulz and Tiesto. They are also known for remixing songs from Bob Sinclar, Hyphen Hyphen, and James Bay."
Madonna,5503830,353759619,"Madonna Louise Veronica Ciccone (born August 16, 1958 in Bay City, Michigan) is an American singer, songwriter and actress. She is considered one of the most influential figures in popular culture and has often been referred to as the ""Queen of Pop"". Madonna is noted for her continual reinvention and versatility in music production, songwriting and visual presentation. She is also known for pushing the boundaries of artistic expression in mainstream music, while maintaining control over every aspect of her career."
All Time Low,2536066,143630831,"All Time Low is an American pop punk band formed in Baltimore, Maryland, United States in 2003. When Alex Gaskarth (lead vocals, rhythm guitar, keyboards) was in middle school, he was moved from private school to public school, where he met Jack Barakat (lead guitar, backing vocals), and put the band together; later recruiting Rian Dawson (drums, percussion), and Zack Merrick (bass guitar, backing vocals). The band's name came from a line in the New Found Glory song Head On Collision."
The WAV.s,76,532,
Leon Bridges,1014620,20485468,"Leon Bridges (born Todd Michael Bridges on July 13, 1989) is an American gospel and soul singer, songwriter and record producer from Fort Worth, Texas. Bridges began performing in and around Fort Worth, Texas and stirred up music industry interest with analog recordings, produced by Justin Block and Austin Jenkins of White Denim, which were uploaded to his SoundCloud page. Signed to major-label Columbia, his first singles -- including a rich ballad"
Ulises Bueno,22418,403697,
Silvestre Dangond,95369,1639190,"Silvestre Francisco Dangond Corrales aka Silvestrong (Born May 12, 1980 in Urumita, La Guajira) is a Colombian Vallenato singer, composer and Timbales player. Dangond is considered one of the mainstream representatives of the ""new wave"" of vallenato musicians. Early years Dangond grew up back and forward between his birthplace Urumita and Valledupar, but mostly in this last one, where his parents moved when he was just a year old to Valledupar due to financial hardships."
Abel Pintos,54931,1074188,
Paramore,5539431,567269107,"Paramore is a rock band formed in Franklin, Tennessee, United States in 2003. The band currently consists of Hayley Williams (vocals, keyboard), Taylor York (guitar) and Zac Farro (drums). They have released six studio albums: All We Know Is Falling, RIOT!, Brand New Eyes, their first Billboard 200 chart topper Paramore, After Laughter and their grammy winning sixth studio album This is Why . Paramore, as a quartet, released their debut studio album, All We Know Is Falling, in 2005."
Lee Hyori,293384,3815432,"Lee Hyori (Korean: 이효리, also romanized as Lee Hyolee and officially Lee Hyo-lee), born on May 10, 1979 in Cheongwon, South Korea, is a popular South Korean singer and actress. She started off as part of the successful K-pop girl group Fin.K.L, debuting in 1998, but has since become a solo artist after Fin K.L.'s fourth and last album Forever, which released in 2002. Her solo career started off as an MC on popular Korean shows ""Time Machine"" and ""Happy Together""."
Ilsey,75654,345725,"Ilsey is American singer-songwriter Ilsey Juber (born Ilsey Anna Juber on 17 April 1986). Combining a warm, gritty voice with observant, literate lyrics and a melodic style rooted in Laurel Canyon and AM pop, Ilsey is a singer/songwriter from Los Angeles. She got her start in the business as a professional songwriter, penning songs for such A-listers as Beyoncé, Jennifer Lopez, and Miley Cyrus, and she was part of the writing team behind Mark Ronson's 2018 hit ""Nothing Breaks Like a Heart"" featuring Cyrus."
Mustard,1148455,22356546,"Born as Dijon Isaiah McFarlane on June 5, 1990 in Los Angeles, California, Mustard is well-known for his producer tag ""Mustard on the beat, ho"", said by YG. He has produced hit singles for artists such as Tyga, YG, Kendrick Lamar, Rihanna, Fergie, Big Sean, Tinashe, Jeremih, and Lil Dicky."
Kid Cudi,4638062,269478341,"Scott Ramon Seguro Mescudi (born January 30, 1984 in Shaker Heights, Ohio, United States), better known by his stage name Kid Cudi, is a Grammy award nominated rapper, singer and actor who first gained attention after the release of his debut mixtape A Kid Named Cudi which he released in 2008 in collaboration with New York street wear brand 10.Deep. The mixtape caught the attention of Kanye West and led to Cudi's signing to the G.O.O.D. Music Label."
Fly Project,266106,2321286,"Piata muzicala romaneasca a inceput sa zboare la mare altitudine din luna octombrie, intr-un univers al distractiei si veseliei, odata cu lansarea albumului de debut semnat FLY PROJECT, album intitulat simplu si sugestiv FLY PROJECT. Trupa si-a facut debutul vara trecuta cu piesa ""RAISA"", unul din hit-urile verii 2005, iar acest debut a fost facut cu dreptul. FLY PROJECT înseamna Tudor Ionescu si Dan Denes. Tudor Ionescu are 26 de ani si este originar din Brasov."
Wonder Girls,921502,34524967,"Wonder Girls (Hangul: 원더걸스) were a South Korean girl group which consisted of Yeeun (HA:TFELT), Yubin (유빈), Hyerim (혜림) and Sunmi (선미) in its final lineup. Their producer and manager was singer-songwriter Park Jin-Young, and the Wonder Girls were signed to his talent agency JYP Entertainment. Each of the five original members were selected through auditions. Debuting in early 2007, they became popular in the fall of that year with the song ""Tell Me."
"Tyler, The Creator",4239392,1021734241,"Tyler Gregory Okonma (born March 6, 1991) also known as Tyler, The Creator, is a Grammy award-winning American rapper, singer, record producer, director, fashion designer, and the head of his independent record label, Odd Future Records. He was the leader of the now-defunct Los Angeles, California, USA hip-hop collective Odd Future Wolf Gang Kill Them All (OFWGKTA). Since his first recordings had debuted on The Odd Future Tape in 2007, he had rapped on, and produced for, nearly every OFWGKTA release."
Mad Mark,5115,21901,
Kanye West,7847863,1481326256,"Ye, born Kanye Omari West on June 8, 1977, is an American rapper, singer, songwriter, record producer, and fashion designer. He is one of the most prominent figures in hip hop, known for his diverse musical style and polarizing cultural and political commentary. After dropping out of college to pursue a career in music, West began producing for regional artists in the Chicago area. As an in-house producer for Roc-A-Fella Records, he co-produced albums including Jay-Z's The Blueprint (2001) before signing with the label as a recording artist."
The Style Council,407349,5974591,"The Style Council were an English musical group formed in 1983 by ex-The Jam singer and guitarist Paul Weller with keyboardist Mick Talbot. The permanent lineup grew to include drummer Steve White and Weller's then-wife, vocalist Dee C. Lee. Other artists such as Tracie Young and Tracey Thorn (Everything but the Girl) also collaborated with the group. The band showed a diversity of musical styles. Singles ""Speak Like a Child"" (with its loud soul-influenced style)"
The Avener,371590,4027847,"The Avener is a French Deep House and Electro music producer. He is most famous for ""Fade Out Lines"", a Deep House rework of ""The Fade Out Line"", a song by Phoebe Killdeer & The Short Straws."
Cassandra Beck,34412,194799,
Adele,5552330,314157643,"Adele Laurie Blue Adkins MBE (born May 5, 1988) is an English singer and songwriter. After graduating in arts from the BRIT School in 2006, Adele signed a record deal with XL Recordings. Her debut album, 19, was released in 2008 and spawned the UK top-five singles ""Chasing Pavements"" and ""Make You Feel My Love"". The album was certified 8× platinum in the UK and triple platinum in the US. Adele was honoured with the Brit Award for Rising Star as well as the Grammy Award for Best New Artist."
Daniela Maia,8,36,
Manuel Medrano,154514,3740600,"Manuel Alejandro Medrano López (Cartagena de Indias, Colombia; 29 de octubre de 1987), es un cantautor colombiano,5​ ganador de dos Premios Grammy Latinos."
Nas,3344677,138494596,"Nasir bin Olu Dara Jones, more commonly known as Nas (formerly Nasty Nas and Escobar), born September 14, 1973 in Crown Heights, Brooklyn, New York, is a prominent American MC. The son of jazz musician Olu Dara, he was raised in the infamous Queensbridge housing projects in Queensbridge, New York. According to the Nasty Songfacts, as a teenager rapper, Nasir first went by the nickname Kid Wave before adopting his more commonly known alias of Nasty Nas."
Eve St. Jones,85247,678436,"Eve hurled to fame with her unforgettable rendition of Jamiroquai’s hit , originally released on the album . Her kittenish voice brought a new air to this popular song and the addition of jazz touches like the snare, the swish and a dramatic piano all worked together to launch this little lady into the world of . was another major success in the same vein and Eve then chose to take a detour towards a more acoustic sound with her solo album . Tracks like and are the popular singles from this most recent album."
Evelyn Thomas,64695,237699,"Evelyn Thomas (born Ellen Lucille Thomas in Chicago, Illinois, on 22 August 1953; died 21 July 2024) was an American singer remembered for the hi-NRG dance hits ""High Energy"", ""Masquerade"", ""Standing at the Crossroads"", ""Reflections"", and ""Weak Spot"". Discovered by British producer Ian Levine, who was in the US in 1975 scouting for gospel and soul singers he could promote in the UK, the two recorded several tracks which resulted in a contract with 20th Century Records."
Luis Fonsi,1347462,15423962,"Luis Alfonso Rodríguez López-Cepero, more commonly known as Luis Fonsi, (born April 15, 1978 in San Juan, Puerto Rico) is a Latin Grammy winning Puerto Rican singer, composer and soap opera actor. Fonsi and his family moved to Orlando, Florida, during Fonsi's early childhood. Fonsi's childhood was relatively average for kids his age, beginning to dream about becoming a member of Menudo, arguably Latin America's most famous boy band in history, around the time he was ten years old."
Yuridia,207703,3774628,"Yuridia Francisca Gaxiola Flores (born October 4, 1986, in Hermosillo, Sonora, Mexico) was one of the 5 finalists of the 4th emission of the popular Mexican reality singing show ""La Academia"". Although she was the first runner up, she has clearly been the most successful singer from those who participated in the 4th emission, which is thought by many to be comparable to Clay Aiken's accomplishment in the second season of American Idol. Only 20, Yuridia has become one of the highest selling artists in Mexico."
Liviu Guta,10523,96955,
Valeria,110375,543152,"An accomplished actress, singer, and songwriter, Valeria Andrews first made a name for herself with a featured acting role in the film Sister Act 2: Back in the Habit (1993), starring Whoopi Goldberg. Valeria also co-wrote the song ""Pay Attention"" for the film's soundtrack. Sister Act 2: Back In The Habit was an international sensation. In addition to her musical composition for that film, Valeria has recorded two other songs featured on soundtracks"
Exo,1027640,164670635,"There are several artists or groups with this name: 1. EXO (Korean: 엑소) is a Chinese-South Korean boy band based in Seoul. Formed by S.M. Entertainment in 2011, the group consists of twelve members separated into two subgroups, EXO-K and EXO-M, performing music in Korean and Mandarin, respectively. EXO rose to fame with the release of their best-selling first album XOXO (2013), which contained the breakthrough hit ""으르렁 (Growl)"". XOXO was a critical and commercial success"
Bossanatics,5505,21674,
Peter Polycarpou,4403,22852,
Nils Landgren,123612,1259743,"With his smoking, hard-hitting ""Funk Unit"", the man with the Red Horn has been responsible for a bunch of successful CDs over the past years. His concerts from Stockholm to Beijing have been met with ecstatic acclamation. In duo with pianist Esbjörn Svensson, he has elevated Swedish folk music to the level of subdued works of art. As the artistic director of the 2001 Berlin Jazz Festival, designed a state of the art presentation of Scandinavian trends and moods."
Antonio José,42253,532936,"There are more than one artist with the name Antonio José: 1) Antonio José - Spanish singer. 2) Antonio José - Spanish composer and folklorist. 1. Antonio José Sánchez Mazuecos is a Spanish singer who represented Spain at Junior Eurovision Song Contest 2005, at the age of 11, with the song Te Traigo Flores and placed 2nd. The song then became the title of his debut album ""Te Traigo Flores"", which merged flamenco with Latin rhythms. In the summer of 2007"
Drake,6630799,1120539420,"Aubrey ""Drake"" Graham (born October 24, 1986) is an Canadian rapper, singer, songwriter, record producer, actor, and businessman. Drake was an actor on the teen drama television series Degrassi: The Next Generation in the early 2000s. Intent on pursuing a career in music, he left the series in 2007 after releasing his debut mixtape, Room for Improvement. He released two further independent projects, Comeback Season and So Far Gone, before signing to Lil Wayne's Young Money Entertainment in June 2009."
Grimes,2616775,192907929,"Claire Elise Boucher, known professionally as Grimes, is a Canadian musician, singer, songwriter, record producer, music video director and visual artist. Her music incorporates elements of varied styles and genres including dream pop, synth-pop, art pop, electronic, experimental pop, R&B and hip hop. Throughout her career, she has released five studio albums, two extended plays, eleven singles, and four promotional singles. Born and raised in Vancouver"
Lianne La Havas,736879,16839396,"Lianne Charlotte Barnes a.k.a. Lianne La Havas (born August 23, 1989, in London, England) is an English folk, soul, singer-songwriter and multi-instrumentalist. La Havas was born in London, England to a Greek father and Jamaican mother. She was raised in Tooting and Streatham, spending the majority of her time with her grandparents, following her parents' separation as a child. La Havas' cites her parents' diverse musical tastes as having the biggest influence on her music."
Supreme Boi,3267,18896,"Supreme Boi, born Shin Dong-hyuk (신동혁) is a South Korean rapper and producer who debuted under Big Hit Entertainment in 2014."
Monty,76344,703679,"Remy Boy Monty. 1738. Paterson New Jersey There are six artists called Monty: 1. An American rock band now known as Monty Are I 2. Monty from the UK. 3. Monty from Sweden, whose real name is David Pagmar. Also known as Montt Mardié. 4. Monty, the Edinburgh based grime rapper 5. Monty, a producer from St. Louis, MO. Monty is also the artist formerly known as Quelnt. 6. Monty (the SpacePoet) - http://www.last.fm/user/MONTY-SpacePoet 7. Monty, the French yé-yé singer, most active in the sixties."
Marc Anthony,813040,10779034,"Marco Antonio Muñiz (born September 16, 1964), better known by his stage name Marc Anthony. A New Yorker born and raised, the product of a music-loving Puerto Rican family, his parents named him Marco Antonio Muñíz in honor of the great Mexican balladeer of the same name. Born Marco Antonio Muñiz September 16, 1964 (age 52) New York City, New York, U.S. Nationality American Puerto Rican Occupation Singer songwriter actor record producer television producer"
Blood Orange,1921486,100763049,"Blood Orange is the stage name of Devonté Hynes (born David Joseph Michael Hynes, 23 December 1985 in Ilford, East London), an English–American singer, songwriter, multi-instrumentalist, record producer, composer and director, currently based in New York City. Biography & Career Early Years He began in the pre‑punk/dance‑punk band Test Icicles (2004–2006), then recorded two orchestral/folk‑pop albums as Lightspeed Champion (2007–2009)."
Nani Cortés,2064,11522,
Ituana,117614,745289,Breathy and very sexy sounding Jazzy singer.
G.E.M.,94174,3652335,"1- Gloria Tang Zhi Kei (鄧紫棋), also known as G.E.M. is a singer in Hong Kong. Her stage name, 'G.E.M.' stands for 'Get Everybody Moving'. G.E.M. was born in Shanghai and grew up in Hong Kong. When she was 10 she entered her first singing competition and started to develop her vocal skills. 2- Germano Martucci, Enrico Buatti and Martina Parenti are G.E.M., an euro house act from Italy. They recorded the hits “Yo The Siento Asi”, “Como El Viento”, “Quiero Volar” and “Alma Latina”."
Just Blaze,23785,120061,"Justin Smith (born in Paterson, New Jersey), better known as Just Blaze, is an American hip hop music producer. Just Blaze has produced tracks for The Beastie Boys, Jay-Z, Usher, Kanye West, Busta Rhymes, Jadakiss, Memphis Bleek, Beanie Sigel, The Game, DMX, T.I., Fat Joe, Rhymefest, Ghostface Killah, MED, Fabolous and Joe Budden. He also recorded several tracks for the popular video games Tiger Woods PGA Tour 2004 and NBA STREET VOL. 2 and is a playable character in the game as well."
A$AP Ferg,1600828,41505219,"Darold Ferguson, Jr. (born October 20, 1988), better known by his stage name ASAP Ferg (stylized as A$AP Ferg), is an American hip hop recording artist from New York City's Harlem neighborhood. He is a member of the hip hop collective A$AP Mob, from which he adopted his moniker. In January 2013, Ferg signed a solo record deal with Polo Grounds and RCA, the same labels that helped launch A$AP Worldwide, when Ferg's A$AP Mob cohorts ASAP Rocky and ASAP Yams, negotiated their own respective deal in 2011."
Juan Luis Guerra 4.40,256146,5785719,"Juan Luis Guerra (born June 7, 1957) is a Dominican singer, songwriter, and self-producer who has sold over 30 million records, and won numerous awards including 15 Latin Grammy Awards, two Grammy Awards, and two Latin Billboard Music Awards. He recently won 3 Latin Grammy Awards in 2010, including Album of the Year. He is one of the most internationally recognized latin artists in decades past. His pop style of merengue and bolero and Afro-pop/Latin fusion have garnered him considerable success outside the Dominican Republic."
Lindsey Stirling,671030,25104544,"Lindsey Stirling (born in September, 21, 1986 in Santa Ana, California, United States) is a violinist, dancer and composer based in Utah. A former member of the rock band Stomp on Melvin, Stirling began releasing videos on Youtube in 2007 and in 2010 competed on ""America's Got Talent"". Her appearance on ""America's Got Talent"" gained the attention of cinematographer Devin Graham, with whom she has collaborated on several videos since 2010. Her YouTube channel has become extremely popular and has received upwards of 100 million views."
Cher Lloyd,1043238,15445900,"Cher Lloyd (born 28 July 1993) is an English singer and rapper from Malvern, Worcestershire who rose to fame from her part in the reality TV series The X Factor. After the final of The X Factor it was announced that Lloyd had been signed by Syco Music. Songwriter Autumn Rowe and producer RedOne worked on her debut album, scheduled for release in November 2011. The debut single, Swagger Jagger, received its first airplay on 20 June 2011 after it had been leaked onto the internet on 15 June however"
Scubba,45438,286031,Artist featured on the Bossa n' Roses album.
The Cooltrane Quartet,98904,883687,"This fearless foursome joined forces in 2004 when they were invited to back Karen Souza on the first Jazz And 80s album. Children of the ´80s who had been trained on classical instruments, they jumped at the chance to transform the music of their childhood into jazz standards and we are so glad that they did. Their most memorable work might be playing with Karen Souza on her unforgettable version of Radiohead´s Creep. Another favorite vocalist is Dinah York with whom they recorded a spectacular version of the Amy Winehouse classic"
Iggy Azalea,1875685,57669923,"Amethyst Amelia Kelly, known professionally as Iggy Azalea, is an Australian rapper. At the age of 16, Azalea moved from Australia to the United States in order to pursue a career in music. Azalea earned public recognition after releasing the music videos for her songs ""Pussy"" and ""Two Times"" on YouTube, both of which gained rapid popularity. Azalea shortly after released her debut mixtape, Ignorant Art (2011), and subsequently signed a recording contract with American rapper T.I.'s Grand Hustle label."
Sia,4351811,161553647,"Sia Kate Isobelle Furler (/ˈsiːə/; born 18 December 1975) is an Australian singer-songwriter, record producer and music video director. She started her career as a singer in the local Adelaide acid jazz band Crisp in the mid-1990s. In 1997, when Crisp disbanded, she released her debut studio album titled OnlySee in Australia. She then moved to London, England, and provided lead vocals for the British duo Zero 7. In 2000, Sia signed to Sony Music's sub-label Dance Pool and released her second studio album"
Jesse,262852,3477227,"There are at least three artists / groups with the name Jesse. Jesse James Rutherford, also known mononymously as Jesse, is an American singer and actor, known as the lead singer of the band, The Neighbourhood. As of the 13th of April 2019, he has two albums, &, which is his debut album that was released on the 10th of November 2017, and GARAGEB&, his newest album that was released on the 12th of April, 2019. Jesse is also the name of the project"
Lily Allen,3720324,128709776,"Lily Rose Beatrice Allen (born 2 May 1985), known professionally as Lily Allen, is an English singer/songwriter, hailing from London, United Kingdom. Allen left school when she was 15 and concentrated on improving her performing and compositional skills. She started her musical career in 2002 by signing to London Records. In 2005, she made some of her recordings public on Myspace and the publicity resulted in airplay on BBC Radio 1 and a contract with Regal Recordings."
Denisa,13127,163418,"There are multiple artists known as Denisa. 1) Denisa Emilia Răducu (born December 13, 1989, in Drăgășani, Vâlcea county) was a Romanian manele singer. She died on 23 July 2017 from cirrhosis. 2) Denisa Gültekin (born March 18, 1997, in Antalya, Turkey) is a national athlete from Turkey. She won the championship in Turkey Bikini Fitness branch three times. She is known from the famous TV show ""Survivor Türkiye"" (2017). 3) Denisa Dhaniswara (born 1999, in Jakarta, Indonesia) is a singer/songwriter from Indonesia."
McFly,798487,47104987,"McFly are a British pop rock band who first found fame in 2003. The band, formed in London, was founded by Tom Fletcher (lead vocals/guitar/piano) and also consists of Danny Jones (lead vocals/guitar), Dougie Poynter (vocals/bass guitar) and Harry Judd (drums). They have released seven studio albums (their 2004 debut ""Room on the 3rd Floor"", 2005's ""Wonderland"", 2006's ""Motion in the Ocean"", 2008's ""Radio:ACTIVE"", 2010's ""Above the Noise"", 2020's ""Young Dumb Thrills"", and 2023's ""Power to Play"") and had seven #1 singles."
Daily Planet,5261,78149,"There are at least four different groups with the name Daily Planet 1. Swedish synthpop group (1994-1998 and 2014-). They play electronic pop similar to groups like Erasure and Yazoo. They released a few singles and the album ""The Tide"" (1996). Members of Daily Planet formed the groups La Vogue (1 album) and later Mr Jones Machine (3 albums). Then Daily Planet reunited and released two singles and the album ""Two"" (2014). 2. Rock band which released the album ""Hero"" (2002)."
Demi Lovato,3318086,195804026,"Demetria Devonne Lovato, known professionally as Demi Lovato, is an American singer, songwriter, and actress. After appearing on the children's television series Barney & Friends (2002–2004), Lovato rose to prominence for playing Mitchie Torres in the musical television film Camp Rock (2008) and its sequel Camp Rock 2: The Final Jam (2010). The former film's soundtrack contained ""This Is Me,"" Lovato's debut single and duet with Joe Jonas, which peaked at number nine on the Billboard Hot 100."
Kelly Clarkson,4465871,130942093,"Kelly Brianne (born Kelly Brianne Clarkson on April 24, 1982), known professionally as Kelly Clarkson, is an American singer, songwriter, and television personality. She gained prominence after winning the first season of ""American Idol"" in 2002 and has since maintained a successful career in both music and television. Recognized for her powerful vocals and versatility, Clarkson has been cited by publications such as Rolling Stone and Billboard as one of the greatest singers in history."
TWICE,1858936,485674577,"TWICE (Hangul: 트와이스; Katakana: トゥワイス) is a nine-member South Korean girl group formed by JYP Entertainment through the 2015 reality show SIXTEEN. The group is composed of: NAYEON (나연), JEONGYEON (정연), MOMO (모모), SANA (사나), JIHYO (지효), MINA (미나), DAHYUN (다현), CHAEYOUNG (채영) and TZUYU (쯔위). Group Name Meaning: The group will touch people’s hearts twice, once through the ears, and once again through the eyes."
Hanson,989366,14878129,"There are at least two artists which have used the name Hanson 1. A pop rock group from Oklahoma, United States 2. A funk rock group from the United Kingdom active in the 1970's. 1. Hanson are an American pop rock band from Tulsa, Oklahoma. The band consists of guitarist and vocalist Isaac Hanson (born November 17, 1980) pianist and vocalist Taylor Hanson (born March 14, 1983), and drummer and vocalist Zac Hanson (born October 22, 1985). Their work has spanned many different genres, including rock, blues, folk, and pop."
Dua Lipa,3211459,313561041,"Dua Lipa (born 22 August 1995) is an English, Albanian, and Kosovar singer, songwriter and actress. She began her career as a model before signing with Warner Bros. Records in 2014. Her self-titled debut studio album was released in 2017 and peaked at number three on the UK Albums Chart. The album included the singles ""Be the One"", ""IDGAF"", and the UK number-one single ""New Rules"". In 2018, she received Brit Awards for British Female Solo Artist and British Breakthrough Act."
Sarah Menescal,101745,862656,Sarah Menescal is a rising star in the world of contemporary Bossa Nova. The artist began her singing career as a participant on the acclaimed Jazz and 90s where her take on the No Doubt hit Don't Speak set the bar for jazz versions. She soon realized that her true calling lay in the swinging beats of the Brazilian musical genre. Her first album released in 2014 found her applying bossa touches to a number of contemporary pop classics and the results were astounding.
John Ryan,1932,10944,"Born on the 10th October 1989 John Patrick Ryan is a singer/song writer from Co. Limerick Ireland. Reaching 2nd place in his age group at Irish Dancing and numerous sporting awards, John's tallent is varied but his passion lies with Music. Having helped write and produce the songs for a local concert and giving guitar lessons, John keeps in the musical line, ever varying his skills. Recently he began writing lyrics for his own music and has now started recording his first album."
Kriss,8170,114626,
Ellie Goulding,3890421,150299936,"Ellie Goulding (born Elena Jane Goulding, 30 December 1986 in Hereford, England) is an English singer-songwriter. Having caught the public's attention in 2010 with her singles ""Starry Eyed"" and ""Guns and Horses,"" British vocalist Ellie Goulding quickly rose to the top of the charts with her infectious electronic pop sound. Although she started out writing songs in a folk-inflected style, she eventually grew into a more electronic-influenced artist, touching upon dance music and ambient synth pop."
Ana Costa,15526,67064,"Ana Costa is instrumentalist, composer and has one of the most beautiful voices of Brazi. All her talent can be conferred in the album Meu Carnaval, the solo work of the singer in more than 15 years of career."
La K'onga,33871,704564,
Birdy,1780385,49440803,"UK singer-songwriter Jasmine Van den Bogaerde, better known by her professional name Birdy was born on 15th May, 1996. Her mother was a concert pianist, Sophie (nee Roper-Curzon) and her father, Rupert Bogarde a writer. She was raised in a mill house on the Pylewell Park estate (Lymington, UK) of Birdy’s maternal grandfather, Baron Teynham. She attended Priestlands School in Lymington, UK until the age of 16, before going on to Brockenhurst Sixth Form College to study for her A-levels."
Lucas Arnau,32490,253946,"A Colombian singer with the same style as Carlos Vives or ""Mauricio y palo de Agua"" was born in Medellin, Colombia and is 26-years-old .He discovered his career at the age of 20 in California when he was studying for film production. He has two albums, the first that has his name was released in the year 2003 and the 12 songs were composed by him. The second album was released in 2005 and is named ""Un poco más"". Lucas lyrics are inspired by the things he has lived and the world that surrounds him"
Max Him,19272,130291,"Real Name: Massimo Vaccari Max-Him was an Italo-Disco studio project produced by Cruisin' Records. The artist name derives from the name of the first singer: Massimo Max Him (also spelt Max-Him) is an Italo Disco artist, who recorded hits such as ""Japanese Girl"", ""Lady Fantasy"" and ""Danger Danger. Musical Team: Florian Fadinger and Guido Felicani. Max Him also released an album titled ""Danger Danger""."
Chasing Grace,14664,129196,"Emerging from the home county of Hertfordshire, is the duo comprised of singer-songwriters 20 year-old Philip Plested and 18 year-old Grace Ackerman, ‘Chasing Grace’."
Jesse & Joy,403845,9704717,"Jesse & Joy are a Latin Grammy award winning Mexican pop duo formed in 2005 by siblings Jesse Huerta (born December 31, 1982) and Joy Huerta (born June 20, 1986). Jesse & Joy are two young siblings from Mexico City. They began to show a passion for music from a very young age. In 2001 (when they were 18 and 15 years of age), they began writing lyrics and songs with their father. They were later signed under the Warner label on April 18, 2005. Jesse plays the piano"
ZICO,656935,17104615,"Woo Ji Ho (우지호; born September 14, 1992 in Mapo, Seoul, South Korea), better known by the stage name ZICO[/ b] (지코), is a South Korean rapper. He is the leader of Block B. He is also a member of R&B/hip-hop crew FANXY CHILD. Prior to debuting with Block B in 2011, ZICO released his first solo mixtape in 2010 titled ""ZICO on the Block"". By October of 2012, he released an extension of the first mixtape, an EP by the name of ""ZICO on the Block 1.5""."
Otilia,59567,616950,"Otilia was born on June 13, 1992 in Suceava, Romania. Since she was little her talent for music was obvious. The first person to notice her, was a music teacher from the National College ""Stefan cel Mare"" in Suceava. She was 17 years old when she started working for the television channel Antena 1 of Suceava. She usually sang folk songs. Her first stage name was Bijue but after several songs released, another singer stole her name. In the summer"
Jencarlos,34395,230803,"Jencarlos Canela (born April 21, 1988) is an American actor and musician. He is best known for playing the leading roles in the telenovelas Más Sabe el Diablo and Mi Corazón Insiste. Canela was born in Miami, Florida, to Cuban parents. His father came from Cuba to the United States on the Mariel Boatlift. He graduated in 2006 from the New World School of the Arts in Miami, Florida, with honors. Canela began his music career at the age of 12, in the Miami based band Boom Boom Pop."
Rudimental,1249493,21751819,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”. They grew up on everything from grime to jazz and blues"
Stephenie Coker,604,2440,
